kabupaten,tahun,luas_panen_ha,produktivitas_ku_ha,produktivitas_ton_ha,produksi_ton,suhu_mean,suhu_max_mean,suhu_min_mean,n_hari_panas,n_hari_dingin,hujan_total,hujan_mean_harian,n_hari_hujan,n_hari_kering,n_hari_ekstrim,hujan_max_harian,n_run2_hujan_ekstrim,n_run3_hujan_ekstrim,maks_run_hujan_ekstrim,n_run3_kering,n_run7_kering,maks_run_kering,et0_total,et0_mean,neraca_air,radiasi_mean,rh_max_mean,rh_min_mean,angin_max_mean,n_hari_angin_kencang,label_hist
Bojonegoro,2022,133665.5,52.69,5.269,704288.9400000001,26.533424657534248,31.382465753424658,23.331780821917803,12,0,2979.8,8.163835616438357,267,98,1,71.1,0,0,1,16,9,51,1455.6,3.987945205479452,1524.2000000000005,18.60578082191781,95.11232876712327,60.91232876712328,14.132054794520547,0,0
Tuban,2022,85288.02,58.5,5.85,498938.59,26.35013698630137,30.247671232876712,23.614520547945204,0,0,2741.0,7.50958904109589,277,88,1,50.6,0,0,1,18,12,71,1469.93,4.027205479452055,1271.07,19.416438356164385,94.0082191780822,65.67397260273972,14.49890410958904,0,1
Lamongan,2022,150903.4,59.9,5.99,903882.29,27.08849315068493,31.10054794520548,24.037260273972603,6,0,2564.9,7.027123287671233,260,105,0,36.7,0,0,0,21,12,51,1490.98,4.084876712328767,1073.92,18.886465753424652,93.24657534246576,61.84657534246576,15.055616438356164,0,2
Gresik,2022,63287.2,64.98,6.498,411242.2,26.99945205479452,30.11397260273973,24.504931506849317,0,0,2340.9000000000005,6.413424657534248,237,128,0,48.9,0,0,0,24,11,40,1463.3,4.009041095890411,877.6000000000006,18.98786301369863,93.96164383561644,65.75616438356164,15.370684931506847,0,2
Bangkalan,2022,40717.81,48.66,4.866,198122.71,26.28027397260274,29.563287671232874,23.787123287671232,0,0,3360.2000000000003,9.206027397260277,286,79,1,53.1,0,0,1,20,13,37,1429.6,3.916712328767123,1930.6000000000004,19.140931506849316,94.74520547945204,69.54246575342465,15.168219178082191,0,1
Sampang,2022,34880.84,49.45,4.945,172494.38,27.350684931506848,30.3027397260274,25.055890410958902,0,0,2236.2,6.1265753424657525,246,119,1,56.5,0,0,1,22,10,69,1561.09,4.276958904109589,675.1099999999999,19.42531506849315,90.6054794520548,66.7095890410959,16.69397260273973,0,1
Pamekasan,2022,20497.42,52.52,5.252000000000001,107648.71,26.740821917808223,30.354520547945203,24.15890410958904,0,0,2204.7,6.040273972602739,227,138,0,39.7,0,0,0,20,10,47,1470.9399999999998,4.029972602739726,733.76,19.167123287671235,93.93150684931508,63.78356164383562,13.200547945205482,0,1
Sumenep,2022,41835.41,55.12,5.512,230581.31,26.56767123287672,29.93616438356165,23.9986301369863,0,0,2449.5,6.710958904109589,257,108,0,45.9,0,0,0,22,11,49,1510.61,4.138657534246576,938.89,19.93591780821918,95.53698630136986,66.72054794520548,13.50027397260274,0,2
Kota Kediri,2022,1864.13,54.7,5.470000000000001,10197.5,25.8827397260274,30.0827397260274,23.2,0,0,3010.9,8.24904109589041,264,101,1,51.0,0,0,1,24,11,32,1436.73,3.936246575342466,1574.17,18.471205479452053,93.73972602739724,66.91232876712328,17.966027397260277,0,1
Kota Blitar,2022,728.19,71.58,7.158,5212.13,24.883013698630133,28.814520547945204,22.01835616438356,0,11,3161.2000000000003,8.660821917808219,292,73,3,79.2,1,0,2,24,15,44,1298.21,3.556739726027397,1862.99,17.75994520547945,96.2082191780822,70.11780821917809,14.971506849315068,0,1
Kota Malang,2022,1718.11,62.69,6.269,10771.15,23.838904109589045,27.647123287671235,21.21123287671233,0,20,3434.4,9.40931506849315,247,118,3,63.5,0,0,1,19,6,40,1269.5,3.478082191780822,2164.9,17.61786301369863,95.94520547945206,68.4986301369863,10.40054794520548,0,0
Kota Probolinggo,2022,1323.99,61.21,6.121,8103.92,27.2358904109589,30.65095890410959,24.749863013698636,0,0,1877.1,5.142739726027397,225,140,0,38.2,0,0,0,27,11,24,1695.5300000000002,4.645287671232877,181.5699999999997,19.88183561643835,87.67397260273972,63.21643835616438,19.6572602739726,3,2
Kota Pasuruan,2022,1393.98,52.32,5.232,7293.69,27.14109589041096,31.287397260273977,23.8813698630137,1,1,2203.6,6.037260273972603,217,148,0,36.2,0,0,0,24,10,25,1562.73,4.281452054794521,640.8699999999999,20.46021917808219,96.8,62.50684931506849,13.329315068493152,0,0
Kota Mojokerto,2022,833.0300000000001,60.42,6.042,5032.96,27.032328767123285,32.569589041095895,23.575616438356164,42,1,2596.2000000000003,7.112876712328768,240,125,0,39.4,0,0,0,23,11,30,1502.7500000000002,4.117123287671234,1093.45,19.06523287671233,95.0958904109589,55.66301369863014,12.696712328767124,0,2
Kota Madiun,2022,2194.5800000000004,52.19,5.218999999999999,11453.92,26.67178082191781,31.46164383561644,23.42246575342466,14,0,2786.0,7.632876712328767,241,124,1,59.6,0,0,1,24,11,45,1525.2000000000005,4.178630136986302,1260.7999999999995,18.58358904109589,92.12876712328767,59.53972602739726,16.108767123287674,0,0
Kota Surabaya,2022,1447.98,56.06,5.606,8117.309999999999,27.29095890410959,30.36027397260274,24.588493150684936,0,0,2415.7,6.618356164383561,241,124,1,59.7,0,0,1,20,11,26,1535.2,4.206027397260274,880.4999999999998,19.618356164383563,93.22191780821916,65.42739726027398,15.477260273972602,0,1
Kota Batu,2022,1059.45,63.83,6.383,6762.570000000001,21.46739726027397,25.072054794520547,18.887671232876716,0,344,3325.8,9.111780821917808,281,84,10,77.5,2,1,3,22,9,52,1199.2,3.2854794520547945,2126.6000000000004,17.502438356164383,97.9041095890411,71.25479452054795,10.07835616438356,0,1
Pacitan,2023,17923.4,51.88,5.188000000000001,92992.64,26.09178082191781,29.20191780821918,23.654794520547945,0,2,1301.0,3.564383561643836,179,186,1,53.2,0,0,1,16,7,44,1500.5100000000002,4.110986301369864,-199.51000000000025,20.499369863013698,92.92328767123288,69.61369863013698,17.232876712328768,0,2
Ponorogo,2023,66594.55,59.01,5.901,392994.08,27.14246575342466,32.23917808219178,23.263835616438357,48,7,1288.4,3.5298630136986304,148,217,0,33.4,0,0,0,18,5,27,1783.56,4.886465753424657,-495.1599999999999,20.5046301369863,90.01917808219179,52.64109589041096,20.398356164383564,0,1
Trenggalek,2023,22049.36,52.1,5.21,114874.53,25.52191780821918,29.343561643835617,22.75369863013698,0,7,1456.6,3.990684931506849,219,146,0,40.3,0,0,0,24,8,27,1406.23,3.8526849315068494,50.36999999999989,19.093123287671236,95.24109589041096,66.65205479452055,14.528767123287672,0,0
Tulungagung,2023,40238.66,58.53,5.853,235502.11,26.04164383561644,30.525479452054796,22.79342465753424,0,9,1651.8,4.525479452054794,213,152,1,52.8,0,0,1,23,10,24,1499.02,4.106904109589041,152.77999999999997,19.52323287671233,95.76712328767124,61.347945205479455,14.153972602739726,0,1
Blitar,2023,36340.17,66.1,6.609999999999999,240224.41,25.228493150684937,29.775068493150687,21.796712328767125,0,37,1562.5,4.280821917808219,195,170,0,35.2,0,0,0,19,8,34,1512.27,4.143205479452055,50.23000000000002,19.81041095890411,95.9917808219178,61.5972602739726,17.277808219178084,0,2
Kediri,2023,31268.33,58.7,5.87,183533.76,26.19178082191781,30.41041095890411,23.47041095890411,1,0,3066.5,8.401369863013699,185,180,14,114.4,2,2,4,16,7,51,1634.4499999999998,4.477945205479451,1432.0500000000002,19.931561643835614,90.67123287671232,60.37808219178082,18.098356164383564,0,1
Malang,2023,43918.59,63.61,6.361,279365.91,23.90904109589041,28.329863013698635,20.64219178082192,0,85,1658.8000000000002,4.544657534246576,190,175,0,39.7,0,0,0,15,8,41,1458.31,3.9953698630136985,200.49000000000024,20.015178082191778,97.09041095890412,63.24383561643835,17.66986301369863,0,2
Lumajang,2023,55128.79,55.99,5.599,308646.08,25.393424657534243,29.507123287671234,22.3413698630137,0,16,2093.1,5.7345205479452055,275,90,0,46.7,0,0,0,30,15,31,1404.03,3.846657534246576,689.0699999999999,19.202684931506848,95.41643835616438,68.17260273972603,12.969041095890413,0,2
Jember,2023,120187.87,51.31,5.131,616725.77,26.415616438356167,31.30328767123288,22.875616438356165,9,10,1770.5,4.85068493150685,211,154,2,58.7,0,0,1,21,11,38,1499.69,4.108739726027397,270.80999999999995,19.380986301369862,94.33698630136986,58.36986301369863,12.647123287671237,0,1
Banyuwangi,2023,75062.48,60.59,6.059,454768.46,25.80958904109589,29.530410958904103,22.96219178082192,0,5,1228.4,3.3654794520547946,214,151,0,34.4,0,0,0,21,8,26,1514.15,4.148356164383562,-285.75,20.379369863013697,93.66301369863014,64.36164383561643,14.06054794520548,0,2
Bondowoso,2023,50364.98,49.2,4.92,247778.74,25.487671232876718,30.60712328767123,21.72520547945205,11,37,1361.3000000000002,3.729589041095891,158,207,1,51.7,0,0,1,12,6,42,1643.9499999999998,4.503972602739726,-282.64999999999964,20.742082191780817,91.89041095890413,54.16438356164384,15.560547945205478,0,1
Situbondo,2023,27917.32,56.34,5.634,157273.25,26.497534246575334,30.986027397260276,22.849041095890414,0,5,2029.2000000000005,5.559452054794521,176,189,2,64.4,0,0,1,13,7,47,1711.19,4.688191780821918,318.0100000000002,21.82983561643836,90.16986301369865,55.76986301369863,14.170136986301369,0,2
Probolinggo,2023,35121.69,57.24,5.724,201044.34,27.88383561643836,31.99616438356164,24.859726027397254,34,0,1228.1,3.364657534246576,152,213,0,35.0,0,0,0,15,5,25,1966.63,5.388027397260275,-738.53,21.25906849315068,83.35342465753425,53.915068493150685,21.8841095890411,2,2
Pasuruan,2023,48999.14,53.07,5.307,260061.94,27.785753424657536,32.36356164383562,23.735616438356164,15,1,1202.8,3.2953424657534245,144,221,0,38.4,0,0,0,14,9,24,1765.14,4.835999999999999,-562.3399999999999,22.06432876712329,91.48493150684932,53.85205479452055,14.92082191780822,0,1
Sidoarjo,2023,31030.460000000003,63.12,6.311999999999999,195855.35,27.37013698630137,31.67287671232876,23.72082191780822,26,0,1768.0,4.843835616438356,160,205,0,48.2,0,0,0,11,6,53,1731.1,4.742739726027398,36.89999999999986,21.60468493150685,94.24931506849316,54.83835616438356,15.243561643835616,0,1
Mojokerto,2023,53462.15,56.66,5.666,302890.75,27.29753424657534,33.06328767123287,23.01150684931507,84,1,1690.0000000000002,4.630136986301371,165,200,0,47.4,0,0,0,14,9,20,1662.09,4.553671232876712,27.91000000000031,20.50715068493151,91.26301369863012,48.81643835616438,13.358082191780822,0,0
Jombang,2023,56762.71,61.11,6.111,346873.45,26.99561643835616,33.05315068493151,22.921369863013695,68,2,2045.4,5.6038356164383565,182,183,0,47.9,0,0,0,9,5,64,1659.9,4.547671232876712,385.5000000000002,20.55002739726028,94.25479452054796,50.80821917808219,13.567945205479452,0,0
Nganjuk,2023,72039.49,58.04,5.804,418096.11,27.5254794520548,32.829863013698635,23.346301369863014,82,3,1375.5,3.768493150684932,143,222,1,63.8,0,0,1,16,6,30,1835.87,5.029780821917808,-460.3700000000001,20.689753424657532,87.94246575342466,50.07123287671233,19.2172602739726,0,1
Madiun,2023,74784.95,58.51,5.851,437593.08,27.588767123287678,33.02575342465753,23.635342465753425,84,0,1474.3000000000002,4.039178082191781,138,227,1,58.3,0,0,1,17,4,17,1847.44,5.061479452054795,-373.1399999999999,20.567205479452056,88.0054794520548,49.38082191780822,18.736986301369864,0,1
Magetan,2023,44424.0,63.16,6.316,280592.09,25.54383561643836,30.047671232876716,22.698356164383565,8,0,4096.099999999999,11.222191780821916,177,188,31,120.3,5,2,9,12,5,56,1785.21,4.890986301369863,2310.8899999999994,20.703616438356164,85.3890410958904,55.2027397260274,18.176438356164383,0,1
Ngawi,2023,124922.92,61.74,6.174,771251.37,27.396712328767123,32.79835616438356,23.56739726027397,74,1,1645.9,4.509315068493151,163,202,0,48.4,0,0,0,18,8,27,1845.29,5.055589041095891,-199.38999999999987,20.878849315068493,87.92876712328767,50.32876712328767,19.05726027397261,0,1
Bojonegoro,2023,132712.02,53.2,5.32,705962.63,27.474520547945207,32.97972602739726,23.51287671232877,82,0,1721.5,4.716438356164384,176,189,2,58.7,1,0,2,12,7,41,1721.89,4.717506849315068,-0.3899999999998726,20.474575342465755,91.1972602739726,50.47671232876712,15.587397260273972,0,1
Tuban,2023,84115.62999999999,59.65,5.965,501741.12,26.92739726027397,31.268767123287677,23.698630136986303,0,0,2051.1000000000004,5.619452054794522,216,149,1,52.9,0,0,1,15,5,115,1660.19,4.548465753424658,390.9100000000003,21.04980821917808,91.43561643835616,58.23835616438356,15.34027397260274,0,2
Lamongan,2023,139704.81,57.17,5.7170000000000005,798704.85,27.807397260273973,32.755890410958905,23.91671232876712,73,0,1870.0,5.123287671232877,190,175,1,66.8,0,0,1,13,8,68,1696.98,4.649260273972603,173.01999999999998,20.484794520547943,91.96712328767124,51.79178082191781,15.46931506849315,0,0
Gresik,2023,66202.61,63.05,6.305,417428.58,27.899726027397264,32.13780821917808,24.36164383561644,61,0,1499.1999999999998,4.107397260273972,170,195,1,52.4,0,0,1,15,8,47,1741.21,4.770438356164384,-242.01000000000025,20.808958904109588,91.26849315068492,52.78356164383562,16.604383561643836,0,2
Bangkalan,2023,38011.82,49.0,4.9,186257.96,26.912328767123288,30.632602739726025,23.98219178082192,0,0,1985.5,5.43972602739726,233,132,1,111.5,0,0,1,13,7,90,1663.48,4.557479452054794,322.02,21.16580821917808,92.4027397260274,61.06027397260274,17.067123287671233,0,1
Sampang,2023,34795.54,48.05,4.805,167191.35,28.06821917808219,31.428219178082195,25.51013698630137,14,0,1192.7,3.267671232876713,149,216,0,40.7,0,0,0,9,6,44,1841.52,5.045260273972603,-648.8199999999999,21.397972602739724,87.04383561643836,57.02465753424657,18.481917808219176,0,1
Pamekasan,2023,19884.36,54.56,5.456,108483.14,27.29095890410959,31.4172602739726,24.12904109589041,16,0,1333.6,3.653698630136986,157,208,0,43.8,0,0,0,13,6,33,1704.6899999999998,4.670383561643835,-371.0899999999999,21.2374794520548,92.62739726027397,54.49041095890411,14.35013698630137,0,2
Sumenep,2023,42432.97,51.33,5.133,217810.48,27.234794520547947,31.263287671232877,24.12684931506849,13,0,1475.8000000000002,4.043287671232878,172,193,0,39.0,0,0,0,12,7,61,1746.1799999999998,4.784054794520547,-270.37999999999965,21.766109589041093,93.03835616438356,57.18904109589041,14.51041095890411,0,0
Kota Kediri,2023,1519.69,54.43,5.443,8271.57,26.64904109589041,31.51013698630137,23.50657534246575,29,1,1746.8,4.785753424657534,176,189,2,57.2,0,0,1,20,9,24,1750.8599999999997,4.796876712328766,-4.059999999999718,20.14068493150685,90.56712328767124,56.484931506849314,20.65095890410959,0,0
Kota Blitar,2023,786.5699999999999,71.66,7.166,5636.68,25.228493150684937,29.775068493150687,21.796712328767125,0,37,1562.5,4.280821917808219,195,170,0,35.2,0,0,0,19,8,34,1512.27,4.143205479452055,50.23000000000002,19.81041095890411,95.9917808219178,61.5972602739726,17.277808219178084,0,2
Kota Malang,2023,1632.88,63.19,6.319,10318.57,23.92410958904109,28.30109589041096,20.84520547945205,0,81,2216.8,6.073424657534247,179,186,2,69.9,0,0,1,14,8,41,1414.35,3.874931506849314,802.4500000000003,19.34641095890411,96.18082191780822,62.75890410958904,11.15972602739726,0,1
Kota Probolinggo,2023,1309.4399999999998,57.29,5.729,7502.06,27.88383561643836,31.99616438356164,24.859726027397254,34,0,1228.1,3.364657534246576,152,213,0,35.0,0,0,0,15,5,25,1966.63,5.388027397260275,-738.53,21.25906849315068,83.35342465753425,53.915068493150685,21.8841095890411,2,1
Kota Pasuruan,2023,1374.7,58.34,5.8340000000000005,8020.030000000001,27.785753424657536,32.36356164383562,23.735616438356164,15,1,1202.8,3.2953424657534245,144,221,0,38.4,0,0,0,14,9,24,1765.14,4.835999999999999,-562.3399999999999,22.06432876712329,91.48493150684932,53.85205479452055,14.92082191780822,0,1
Kota Mojokerto,2023,620.48,53.07,5.307,3292.78,27.9158904109589,33.99753424657534,23.65424657534247,118,0,1540.1,4.2194520547945205,154,211,0,42.4,0,0,0,16,7,16,1722.08,4.718027397260274,-181.98,20.639013698630137,92.5972602739726,46.62191780821918,14.23013698630137,0,0
Kota Madiun,2023,2204.48,55.2,5.5200000000000005,12169.62,27.588767123287678,33.02575342465753,23.635342465753425,84,0,1474.3000000000002,4.039178082191781,138,227,1,58.3,0,0,1,17,4,17,1847.44,5.061479452054795,-373.1399999999999,20.567205479452056,88.0054794520548,49.38082191780822,18.736986301369864,0,0
Kota Surabaya,2023,1506.01,53.58,5.358,8068.88,27.847123287671234,31.44931506849315,24.328219178082197,15,0,1479.0,4.052054794520548,160,205,0,45.0,0,0,0,12,4,65,1774.59,4.861890410958904,-295.5899999999999,21.34778082191781,91.71232876712328,56.11780821917808,17.208493150684934,0,0
Kota Batu,2023,727.29,66.86,6.686,4862.81,21.444657534246577,25.449589041095887,18.515342465753427,0,335,2390.9,6.55041095890411,230,135,4,58.2,0,0,1,18,10,48,1315.25,3.603424657534247,1075.65,19.004767123287674,97.96712328767124,66.81917808219178,10.724383561643837,0,1
Pacitan,2024,14602.85,47.7,4.7700000000000005,69650.98000000001,26.580327868852457,29.774590163934427,24.17240437158469,0,0,1982.0,5.415300546448087,208,158,0,44.7,0,0,0,18,6,51,1480.6,4.045355191256831,501.4000000000001,19.693934426229507,93.224043715847,70.00819672131148,16.904371584699454,0,1
Ponorogo,2024,63395.6,59.82,5.982,379244.91,27.408743169398907,32.47185792349727,23.75546448087432,9,3,1856.4,5.072131147540984,187,179,0,47.2,0,0,0,17,8,23,1706.1799999999998,4.661693989071038,150.22000000000003,19.80693989071038,92.03005464480874,54.57377049180328,19.073224043715847,0,2
Trenggalek,2024,18239.460000000003,57.49,5.7490000000000006,104859.35,25.94125683060109,29.746994535519125,23.30655737704918,0,10,1935.0,5.286885245901639,247,119,0,41.4,0,0,0,30,9,30,1358.32,3.711256830601093,576.6800000000001,18.326202185792347,95.88251366120218,68.38251366120218,13.702185792349727,0,2
Tulungagung,2024,34167.990000000005,62.87,6.287,214820.77,26.544262295081968,31.12568306010929,23.34918032786885,0,4,1932.2000000000005,5.279234972677596,259,107,0,39.5,0,0,0,24,10,34,1479.71,4.04292349726776,452.4900000000002,19.009207650273225,96.39890710382514,61.13661202185792,13.46120218579235,0,2
Blitar,2024,30789.76,55.59,5.559,171154.02,25.659016393442624,30.15956284153005,22.388524590163936,0,21,2240.7,6.122131147540983,217,149,2,59.6,0,0,1,17,9,48,1473.61,4.026256830601093,767.0899999999997,19.1124043715847,96.28688524590164,63.11202185792349,16.36967213114754,0,0
Kediri,2024,30496.57,57.08,5.708,174072.2,26.57295081967213,30.76010928961749,24.03114754098361,0,0,3768.3,10.295901639344264,206,160,16,100.4,3,1,3,16,6,55,1597.2099999999998,4.363961748633879,2171.09,19.58844262295082,91.62021857923496,62.19398907103825,16.794535519125684,0,1
Malang,2024,41019.97,62.11,6.211,254793.72,24.27814207650273,28.698360655737712,21.17267759562841,0,54,2456.0,6.7103825136612025,229,137,0,48.9,0,0,0,17,8,57,1424.08,3.890928961748634,1031.92,19.50338797814208,97.6584699453552,65.23497267759562,17.131420765027322,0,1
Lumajang,2024,47553.88,54.07,5.407,257120.65,25.69371584699454,29.98415300546448,22.691803278688525,0,17,2690.5,7.351092896174864,295,71,2,64.1,0,0,1,25,15,34,1382.3200000000002,3.7768306010928967,1308.1799999999998,18.758169398907103,96.3032786885246,68.8415300546448,12.274590163934429,0,1
Jember,2024,120069.41,51.91,5.191,623264.88,26.82131147540984,31.764207650273224,23.366666666666667,3,7,2095.0,5.724043715846994,206,160,1,53.6,0,0,1,19,10,28,1497.1,4.090437158469945,597.9000000000001,19.166639344262297,95.21584699453553,58.978142076502735,11.646721311475412,0,2
Banyuwangi,2024,67240.56,58.84,5.884,395631.38,26.255191256830607,29.974043715847,23.50409836065574,1,1,1400.8,3.8273224043715848,244,122,0,44.4,0,0,0,32,10,21,1481.08,4.046666666666667,-80.27999999999997,19.802513661202184,94.1830601092896,65.71584699453553,13.830054644808744,0,1
Bondowoso,2024,50609.62,51.27,5.127000000000001,259477.68,25.971584699453548,31.13306010928962,22.334972677595623,7,16,1541.1999999999998,4.210928961748634,186,180,1,57.8,0,0,1,20,8,24,1612.0500000000002,4.404508196721312,-70.85000000000036,19.996420765027324,92.75136612021858,54.09562841530055,14.58879781420765,0,2
Situbondo,2024,29935.08,54.2,5.42,162236.82,26.92622950819672,31.382513661202186,23.383879781420767,3,2,2406.2,6.57431693989071,206,160,1,66.2,0,0,1,14,4,75,1676.2699999999998,4.579972677595627,729.9300000000001,21.133333333333333,90.54918032786884,57.10928961748634,13.212021857923498,0,1
Probolinggo,2024,33177.950000000004,53.53,5.353,177607.38,28.19125683060109,32.50628415300547,25.03333333333333,14,0,1790.2999999999995,4.891530054644808,187,179,0,48.0,0,0,0,16,6,45,1903.87,5.2018306010928965,-113.5700000000004,20.807322404371583,86.0327868852459,54.849726775956285,20.09016393442623,1,1
Pasuruan,2024,51087.0,54.29,5.429,277354.51,28.374043715847,33.14890710382514,24.331967213114755,13,0,1405.5,3.8401639344262297,161,205,0,49.9,0,0,0,17,6,42,1756.3200000000002,4.7986885245901645,-350.82000000000016,21.519781420765028,90.06830601092896,52.46174863387978,15.105464480874318,0,2
Sidoarjo,2024,32100.11,65.1,6.51,208986.7,27.72103825136612,32.17131147540984,24.05928961748634,16,0,2180.5,5.957650273224044,167,199,0,39.9,0,0,0,13,6,47,1715.08,4.686010928961749,465.4200000000001,21.147595628415303,93.6775956284153,55.66939890710383,14.53415300546448,0,1
Mojokerto,2024,47296.06,60.41,6.041,285714.44,27.39972677595628,32.913114754098366,23.47650273224044,48,1,2203.7,6.02103825136612,189,177,3,51.5,0,0,1,14,4,54,1607.07,4.390901639344262,596.6299999999999,20.204398907103823,92.77049180327867,53.61202185792349,12.082513661202189,0,1
Jombang,2024,55369.46,61.82,6.182,342291.32,27.104371584699457,32.82978142076503,23.41994535519126,34,2,2980.1000000000004,8.142349726775958,205,161,3,105.6,0,0,1,15,7,54,1608.34,4.394371584699454,1371.7600000000002,20.09691256830601,95.16120218579236,55.10382513661202,13.185245901639345,0,1
Nganjuk,2024,69685.56999999999,58.11,5.811,404975.09,27.879234972677597,33.24890710382514,23.848360655737704,63,0,1615.1999999999998,4.41311475409836,171,195,0,33.7,0,0,0,17,8,25,1784.52,4.875737704918032,-169.32000000000016,20.136666666666667,89.65300546448087,50.66393442622951,18.145081967213116,0,1
Madiun,2024,73419.94,59.58,5.958,437458.25,27.756830601092897,33.0827868852459,24.028415300546445,48,0,1946.8,5.319125683060109,181,185,1,58.0,0,0,1,23,7,24,1756.89,4.800245901639344,189.90999999999983,19.932704918032787,90.39617486338798,52.41256830601093,17.458743169398907,0,1
Magetan,2024,43404.62,62.72,6.272,272246.05000000005,25.79234972677596,30.06639344262295,23.206557377049183,1,0,4463.6,12.195628415300549,210,156,31,133.8,7,2,5,14,8,34,1707.16,4.664371584699453,2756.4400000000005,20.13169398907104,87.27322404371584,59.040983606557376,17.05792349726776,0,1
Ngawi,2024,123075.68,62.21,6.221,765703.53,27.40409836065574,32.605737704918035,23.855464480874318,43,0,2834.6000000000004,7.7448087431694,206,160,2,63.4,0,0,1,20,10,29,1754.87,4.794726775956284,1079.7300000000005,20.32144808743169,90.4535519125683,54.75136612021858,17.87540983606557,0,1
Bojonegoro,2024,131220.56,54.15,5.415,710527.18,27.48661202185792,32.68415300546448,23.85218579234973,49,1,2462.8,6.72896174863388,209,157,0,48.4,0,0,0,15,8,55,1638.6,4.477049180327868,824.2000000000003,19.926530054644807,92.4535519125683,55.19945355191257,14.68224043715847,0,1
Tuban,2024,84211.69,62.11,6.211,523067.4900000001,27.168579234972675,31.31967213114754,24.090437158469943,2,0,2490.1,6.803551912568306,241,125,1,54.5,0,0,1,15,8,61,1607.6,4.392349726775956,882.5,20.39051912568306,92.1830601092896,61.40710382513661,14.704371584699452,0,2
Lamongan,2024,130670.42,59.41,5.941,776290.66,28.003278688524592,33.212021857923496,24.184153005464484,65,0,2594.9,7.089890710382512,213,153,1,53.0,0,0,1,14,7,55,1639.44,4.479344262295082,955.4599999999996,19.80587431693989,92.98907103825135,53.4207650273224,14.80327868852459,0,1
Gresik,2024,54057.45,60.85,6.085,328959.53,28.26174863387978,33.00027322404372,24.570491803278685,43,0,1915.1,5.232513661202185,186,180,0,45.2,0,0,0,17,5,49,1714.37,4.684071038251366,200.73,20.16196721311476,91.27322404371584,51.65573770491803,15.63934426229508,0,1
Bangkalan,2024,39554.55,47.82,4.782,189161.9,27.2551912568306,30.872404371584697,24.39918032786885,0,0,2080.5,5.684426229508197,239,127,0,49.4,0,0,0,17,7,54,1611.02,4.401693989071038,469.48,20.408415300546448,92.551912568306,62.86612021857923,16.022131147540986,0,1
Sampang,2024,33068.93,44.13,4.413,145931.75,28.32377049180328,31.81830601092896,25.78852459016393,8,0,1874.0,5.120218579234972,180,186,0,32.1,0,0,0,14,5,48,1781.94,4.868688524590164,92.05999999999996,20.624234972677595,87.79508196721312,58.62295081967213,17.297540983606556,0,0
Pamekasan,2024,19637.62,51.69,5.169,101501.42,27.542622950819677,31.677322404371587,24.403825136612024,4,0,1891.7,5.168579234972677,189,177,0,43.9,0,0,0,15,6,47,1651.15,4.511338797814208,240.54999999999973,20.431939890710385,93.41256830601093,56.77049180327869,14.20710382513661,0,1
Sumenep,2024,36761.47,51.55,5.154999999999999,189499.69,27.46311475409836,31.441530054644808,24.31803278688524,8,0,2176.8,5.947540983606558,202,164,1,59.7,0,0,1,14,5,47,1676.88,4.581639344262295,499.9200000000001,20.841256830601093,93.73497267759562,59.83606557377049,14.268306010928962,0,1
Kota Kediri,2024,1328.15,63.19,6.319,8392.91,27.01612021857924,31.83333333333333,24.02950819672131,3,0,2059.3,5.6265027322404375,204,162,1,53.9,0,0,1,16,8,28,1694.59,4.630027322404372,364.71,19.729016393442624,91.54918032786884,58.060109289617486,19.498087431693985,0,2
Kota Blitar,2024,574.04,64.84,6.484,3722.17,25.659016393442624,30.15956284153005,22.388524590163936,0,21,2240.7,6.122131147540983,217,149,2,59.6,0,0,1,17,9,48,1473.61,4.026256830601093,767.0899999999997,19.1124043715847,96.28688524590164,63.11202185792349,16.36967213114754,0,0
Kota Malang,2024,1610.91,65.16,6.516,10496.65,24.303825136612023,28.613387978142075,21.33715846994536,0,53,2832.4000000000005,7.7387978142076514,206,160,11,79.6,3,1,3,17,7,46,1400.12,3.825464480874317,1432.2800000000009,19.00103825136612,96.54098360655738,63.5792349726776,9.979234972677595,0,1
Kota Probolinggo,2024,1391.07,61.06,6.106,8494.14,28.19125683060109,32.50628415300547,25.03333333333333,14,0,1790.2999999999995,4.891530054644808,187,179,0,48.0,0,0,0,16,6,45,1903.87,5.2018306010928965,-113.5700000000004,20.807322404371583,86.0327868852459,54.849726775956285,20.09016393442623,1,1
Kota Pasuruan,2024,1574.89,55.02,5.502000000000001,8665.29,28.374043715847,33.14890710382514,24.331967213114755,13,0,1405.5,3.8401639344262297,161,205,0,49.9,0,0,0,17,6,42,1756.3200000000002,4.7986885245901645,-350.82000000000016,21.519781420765028,90.06830601092896,52.46174863387978,15.105464480874318,0,1
Kota Mojokerto,2024,571.1,60.4,6.04,3449.63,28.14754098360656,34.13661202185792,24.119125683060105,108,0,1979.6,5.408743169398907,185,181,1,56.1,0,0,1,15,5,46,1681.72,4.594863387978142,297.8799999999999,20.435136612021857,93.57103825136612,49.25409836065574,13.363661202185794,0,1
Kota Madiun,2024,2190.08,57.58,5.758,12610.42,27.756830601092897,33.0827868852459,24.028415300546445,48,0,1946.8,5.319125683060109,181,185,1,58.0,0,0,1,23,7,24,1756.89,4.800245901639344,189.90999999999983,19.932704918032787,90.39617486338798,52.41256830601093,17.458743169398907,0,1
